mz	Intensity	SN	Resolution
163.11484	796686		927542
163.1165	894414		626008
163.12819	853969		618680
163.1536	861206		914536
163.18664	814237		1045120
163.18914	915934		668109
163.21966	797092		888848
163.29331	899316		434441
163.3029	826422		799508
163.332	789116		724141
163.33793	932669		945518
163.36357	833859		784201
163.40447	895948		676996
163.44337	789780		641770
163.44894	929237		822415
163.45435	850006		793703
163.46547	793625		626608
163.49447	949599		830729
163.50372	862753		795298
163.50522	862465		515135
163.51915	915108		542838
163.55645	930604		732236
163.57727	808945		479823
163.58078	864498		893721
163.58876	808307		981683
163.62801	923516		853201
163.65195	868481		1002262
163.68603	817352		683132
163.68894	924617		739597
163.71851	832335		540113
163.7195	874767		886486
163.75492	829783		803399
163.81262	905828		737438
163.86536	802095		939614
163.88169	850163		762422
163.98843	886474		825910
163.99788	916876		638409
164.01165	852047		821152
164.023	810193		916584
164.07546	835421		674085
164.11519	891749		590110
164.12935	832680		677102
164.13563	830506		795130
164.17832	826803		800757
164.18175	822068		743621
164.18268	787316		563894
164.22632	865789		533318
164.24913	844674		828311
164.27077	891399		760565
164.27121	858887		518952
164.30222	788366		860212
164.31396	847121		742272
164.3514	788697		610042
164.3578	787418		723045
164.3962	833827		803338
164.3996	816035		1015689
164.45512	876783		757867
164.46716	993586		773359
164.50896	804155		627762
164.53517	811457		669290
164.54455	854211		785575
164.57865	828107		838669
164.61602	813139		920708
164.68334	791522		789066
164.6946	793188		878494
164.72699	803563		774153
164.78028	872887		623167
164.79592	837498		748348
164.82369	853569		661109
164.82533	926913		645089
164.85417	814599		902426
164.86684	832650		759268
164.931	855704		656602
164.97903	841187		639135
164.98048	879267		886553
165.02807	796590		836439
165.03049	852654		856483
165.12201	834755		880833
165.14274	856263		759822
165.15838	871563		632666
165.17357	806862		806090
165.18252	817680		778817
165.26453	862498		733846
165.29805	876266		791813
165.35941	990072		735652
165.38391	875517		833186
165.38439	818173		707335
165.39189	952831		790989
165.43227	797192		963054
165.44808	863883		881531
165.55497	927011		751151
165.58312	961194		793286
165.58753	923435		634697
165.61814	911793		617342
165.63407	852789		903679
165.71006	862598		596132
165.7669	809491		615248
165.77263	827540		689692
165.78447	855127		596784
165.8635	810345		862659
165.8958	792496		583302
165.9416	798394		733740
166.05211	795283		814069
166.13062	839365		520817
166.15958	818732		749579
166.16688	828973		660084
166.17906	959536		753243
166.21549	860280		733128
166.23885	803134		723756
166.26322	795139		609383
166.31252	808654		726711
166.33783	873492		617390
166.34189	893781		696913
166.34734	799766		769911
166.34872	937239		698038
166.35389	910936		605827
166.38129	1120926		585344
166.42234	803943		896387
166.46827	853874		634260
166.47679	1020660		730013
166.50762	823547		730104
166.60747	806162		815414
166.62214	823317		722242
166.69811	845702		490866
166.7368	789935		859430
166.78113	875961		457489
166.78181	867642		898070
166.78884	820219		626792
166.79841	837949		896442
166.81879	918082		785368
166.83972	909959		546871
166.8718	817102		872659
166.87828	844752		945619
166.88481	856785		718071
166.88594	791762		662842
166.88711	1050706		694876
166.89757	1162836		732888
166.91523	798360		502401
166.95511	792609		697554
166.96634	834340		440544
166.97188	832037		659313
166.97259	834597		547224
167.00968	821870		563792
167.03275	822771		735665
167.08146	805439		672741
167.11601	1011975		531120
167.11862	856071		723741
167.23694	1000099		753881
167.24528	947364		591844
167.24602	816485		631925
167.24628	967717		835118
167.24956	944165		440340
167.2508	948006		709565
167.25533	907047		866742
167.25596	831143		1036955
167.2578	1283879		722350
167.27658	792300		728440
167.2788	1307692		699358
167.27981	1018540		844049
167.28154	1172397		768935
167.28191	1185709		718720
167.28221	946733		789843
167.28239	1015085		673148
167.28275	1302893		565794
167.28357	1146797		498752
167.28386	1093549		541806
167.28441	1199790		622600
167.28516	1317358		569699
167.28562	1307438		639435
167.28676	921134		600807
167.28711	1270958		714683
167.28771	925614		883223
167.28828	1397166		683639
167.28971	845487		781773
167.28995	980399		575567
167.2902	1109807		627453
167.29135	1704239		790505
167.29304	1397680		632965
167.29501	1031408		509314
167.29571	869936		1351912
167.29593	790064		1455037
167.29618	983728		906231
167.29829	793777		888897
167.30247	878706		716265
167.31088	854324		780777
167.31777	838069		812628
167.31961	857270		876406
167.3218	825910		864712
167.34032	1049786		511980
167.44031	868818		813658
167.47498	1024986		541923
167.48685	1010524		744474
167.54044	823145		758671
167.60262	871415		722447
167.60679	889272		770556
167.6523	856067		905987
167.7565	799387		556344
167.76114	815004		749996
167.76884	795038		653946
167.77776	957088		592732
167.79655	790757		607309
167.80893	804264		856619
167.81078	812840		830768
167.82319	891819		745620
167.84896	811697		840753
167.87741	802936		685780
167.88958	899258		998158
167.90811	977119		507898
167.92255	830530		841671
168.05313	853729		588459
168.10056	825388		702498
168.10246	866412		849363
168.1271	936818		743702
168.13903	807733		726031
168.14152	988534		713433
168.16345	866555		701044
168.17003	796284		807381
168.17843	794686		808566
168.20303	850564		650212
168.21997	801160		794634
168.24483	887566		559326
168.24996	879823		752541
168.26709	848147		620324
168.27722	873558		593966
168.29615	874394		863009
168.30944	881437		803533
168.39335	906801		817871
168.40126	839347		577168
168.40823	795956		570147
168.42117	824632		669456
168.44006	813308		533300
168.51656	814542		605141
168.53824	791123		516443
168.58417	815102		425785
168.6219	848391		511632
168.62417	846888		479489
168.6444	920556		792829
168.66813	805746		1023901
168.68081	816885		663696
168.72138	829567		641543
168.7286	799168		649202
168.73564	815234		894206
168.73869	859139		781980
168.75685	992135		673316
168.78552	806734		784326
168.86318	859744		460838
168.86775	835362		646054
168.88529	798758		646212
168.90027	863209		569835
168.95294	827830		835776
168.99668	825536		842509
169.0123	1140292		674030
169.04465	848396		529972
169.16932	1089386		583330
169.19675	815344		418156
169.34503	807828		708992
169.38034	870556		747185
169.3865	867870		458610
169.41976	848422		534088
169.48146	841269		813546
169.48917	832950		831953
169.56978	916682		781233
169.58248	881933		691165
169.63358	916889		682336
169.66634	845793		849923
169.6742	885475		826959
169.70424	820010		575212
169.75826	966455		632487
169.83112	904969		684280
169.84298	801804		891644
169.89043	809943		646432
169.92297	957343		796222
169.96421	844201		686137
169.98101	867181		402158
170.00339	894707		679474
170.07112	846275		914012
170.19001	811488		840119
170.1943	877089		736203
170.19533	822689		453583
170.20295	794339		930470
170.22285	863528		695965
170.24197	827629		853045
170.24994	797935		973005
170.25682	808944		724891
170.2756	872373		640230
170.28831	808888		697144
170.28869	902776		670733
170.32715	874241		783205
170.3359	809220		718849
170.37679	869262		515826
170.3999	1010707		848861
170.41431	893143		579931
170.58076	817151		764091
170.59456	944451		696085
170.59575	954435		731315
170.62173	869914		386589
170.64945	827216		687033
170.68592	797849		591116
170.70363	815134		752282
170.76211	799724		1113033
170.78769	812402		806470
170.78961	1142131		776787
170.82274	802299		769569
170.85027	888962		714304
170.8665	806534		533392
170.86706	797766		698035
170.96782	833247		674845
171.16062	838286		780660
171.17586	835666		563832
171.21753	812188		589314
171.22192	833885		780263
171.3308	912504		542995
171.39098	846279		680148
171.40578	802571		764766
171.41348	838157		824458
171.41468	884301		514545
171.42503	1110672		620207
171.48028	805021		506744
171.48103	988830		622985
171.63071	817347		661286
171.63582	823748		656057
171.6396	810085		479033
171.64508	851142		788817
171.66536	800076		832721
171.70421	808917		672664
171.72305	805210		823368
171.76652	859557		713864
171.79614	843052		625639
171.83558	802678		426925
171.91994	832523		707040
171.93485	823567		672974
171.93832	825104		813532
171.9403	844688		811648
171.97142	1002520		696118
171.99016	934813		575878
172.16705	870473		667815
172.2295	799129		501533
172.2358	919130		644877
172.24423	929244		602590
172.26666	838818		523784
172.28061	812069		607517
172.29239	809064		796468
172.29564	936617		439107
172.3043	877803		842117
172.31129	816509		619558
172.31148	856397		582734
172.31197	1021293		675123
172.31534	915438		553992
172.31561	843502		619466
172.31608	922350		899846
172.31975	921327		797494
172.32041	836208		910856
172.32182	981104		712542
172.33692	853076		484068
172.34051	795253		532682
172.34863	822135		643774
172.34976	871031		896877
172.35058	1047159		827430
172.35379	818488		588661
172.3555	1139320		466864
172.35801	1031417		701221
172.35926	813433		993602
172.35971	840825		1012378
172.36032	1019258		744961
172.36109	846074		925085
172.36219	850554		655983
172.36258	1031290		407476
172.36398	1062907		811366
172.36454	946299		602527
172.366	865723		578122
172.3668	1050811		609575
172.37309	826365		709595
172.38668	899456		826219
172.38875	873345		814317
172.39069	946433		943126
172.40359	798468		979779
172.40498	891013		748435
172.46649	865172		820766
172.51888	878882		739983
172.52494	839779		601273
172.54805	832041		706232
172.55454	802731		905150
172.56786	809198		634094
172.58172	852273		767456
172.58928	863347		561675
172.65804	821317		890582
172.69299	934094		710525
172.70366	814544		693470
172.84815	868149		711372
172.89599	868225		720657
172.90537	834051		739507
172.90603	827139		766695
172.92755	844041		890113
172.92795	868809		732811
172.93485	853835		648502
172.94728	884110		597001
172.95765	887697		662731
172.9623	803794		509911
172.96682	828819		768333
173.00928	799518		839238
173.06772	797741		669994
173.11948	867002		542882
173.15169	897474		609043
173.18246	848074		712918
173.1871	801515		504257
173.1875	855307		414089
173.21622	857106		498530
173.32734	794799		593469
173.36909	1015929		674873
173.48404	973079		639170
173.48638	810391		725465
173.52992	848034		858590
173.53036	807171		531522
173.55486	908073		840514
173.57074	870317		415076
173.5782	838063		775374
173.59582	824115		748779
173.62418	907707		728835
173.64134	861375		724428
173.64363	842816		694293
173.68979	803531		793476
173.81799	816364		666257
173.83789	798961		742791
173.89706	920385		511122
173.90246	829954		832308
173.93024	803657		709947
173.94674	806029		617574
173.94894	853582		660796
173.95733	1032208		729584
174.02742	798882		676495
174.10966	1227191		574981
174.12975	828861		668985
174.23614	804184		759054
174.23819	815449		839823
174.34745	900853		754431
174.37099	1017339		649938
174.40054	919171		785401
174.45442	817105		508439
174.48771	807193		747431
174.49046	855962		690728
174.49834	861404		468160
174.49909	868316		611797
174.56363	869997		510044
174.60528	880952		672181
174.63392	959295		511097
174.75642	834015		530740
174.77629	963172		668497
174.79678	953449		822359
174.80552	820332		445816
174.81861	831343		810818
174.92173	913610		614506
174.93577	934798		827686
174.94898	904081		773106
174.95409	851026		629062
174.99546	895325		658804
174.99783	832734		666317
175.00222	802399		618092
175.027	843942		535580
175.03896	842281		436744
175.05274	812844		732122
175.06394	805231		688904
175.09094	909238		743564
175.09135	803574		764521
175.10128	800697		818727
175.12765	800768		737726
175.16949	821899		659810
175.20947	830421		751116
175.30115	866029		833514
175.34475	801977		655033
175.37823	846593		923016
175.40396	1098248		630453
175.40661	836745		602542
175.47225	843674		439705
175.58601	827192		740900
175.61997	832129		689031
175.64473	839367		834884
175.64792	913928		670278
175.64834	835080		620645
175.6592	842443		975536
175.71526	823002		523540
175.72184	878364		468776
175.79092	884974		611345
175.79317	818159		723848
175.80575	970354		597206
175.81997	909302		675311
175.92331	995089		765123
175.97009	846557		503560
175.98832	875810		563001
176.00491	940134		595017
176.05369	815731		408943
176.08044	855738		614767
176.10538	977473		768102
176.12519	796358		767249
176.22696	807265		541413
176.26136	934314		466808
176.32452	905467		706383
176.47134	908578		773083
176.52103	841391		838800
176.54365	809717		710085
176.60827	825926		954201
176.69557	811870		748766
176.7052	942688		458290
176.74019	882538		703027
176.76208	812911		800736
176.76266	962928		590770
176.78133	875445		539215
176.80468	806011		782915
176.84284	800133		703209
176.91246	800920		748490
176.92482	909211		622360
176.92986	864028		850489
176.97255	880616		639082
176.98914	846188		601654
177.04334	830011		647132
177.07307	846403		814981
177.07938	859844		722998
177.08366	904133		819050
177.09552	824009		510016
177.107	808908		754254
177.11545	817486		974277
177.13494	808467		713814
177.1642	828507		554306
177.17391	966110		622143
177.19324	812899		785645
177.28091	997242		870920
177.29069	801149		796937
177.30192	866048		752638
177.30987	975490		692796
177.39381	802329		916276
177.41657	996383		828578
177.45191	819624		867659
177.48197	807024		509183
177.48849	920754		594396
177.54361	926913		557659
177.69259	824937		790202
177.69772	806122		782679
177.70344	964204		694751
177.70747	797421		841169
177.71637	799951		517097
177.72455	804722		853114
177.733	968692		733097
177.73396	1119220		701645
177.7356	840821		705221
177.737	1035509		817923
177.73763	908853		612852
177.74016	868982		553985
177.74343	878839		735485
177.74468	798711		602165
177.74746	834296		830910
177.75291	803321		716581
177.83507	819216		628323
177.85332	842196		670246
177.86608	834456		577379
177.89446	853536		636769
177.9179	816550		663071
177.96194	859570		911439
178.0039	828605		775837
178.01199	824447		459747
178.14632	887268		599517
178.16433	837481		576524
178.218	806391		966322
178.28295	882569		734997
178.34568	853018		577610
178.37475	807586		788730
178.39369	817191		815981
178.41009	798507		788151
178.46515	961850		738245
178.50924	933638		533161
178.51194	800071		743442
178.51227	818119		1000995
178.56268	827989		595269
178.5648	864725		733880
178.5905	907996		677249
178.65901	819439		786545
178.7042	813755		521984
178.70789	956284		674422
178.71148	797821		371026
178.79639	822165		946754
178.80992	836952		553843
178.81444	825337		397292
178.8479	853411		689374
178.88058	816940		756498
178.95061	800703		902555
178.97137	893380		731198
178.99073	862538		462056
178.99143	1141194		696608
179.02938	800212		783684
179.06618	847326		709891
179.08617	841700		628117
179.13497	999281		787958
179.22098	899657		469746
179.22944	849675		572945
179.26976	827030		808675
179.28263	908954		631731
179.32295	816101		454991
179.3244	925349		668110
179.3551	921133		673090
179.36648	818033		586989
179.37822	888372		915603
179.43214	820419		781572
179.53105	874078		714302
179.58739	901421		568937
179.64178	872572		887752
179.64925	928638		570841
179.65624	811264		744770
179.68027	956295		654258
179.71481	831120		729587
179.71892	892242		602358
179.76244	825950		495413
179.79588	953255		679062
179.85474	1010359		714897
179.87765	827837		490508
179.88091	931774		646074
179.91074	842310		699260
179.97781	870745		681982
180.0392	815402		646478
180.05557	851311		677432
180.09913	829691		794343
180.23312	920736		867541
180.26932	885706		503927
180.36337	799876		725408
180.37635	836295		750460
180.41725	861267		678020
180.41892	821459		717887
180.41926	905555		974560
180.42917	828886		740955
180.43426	860887		837525
180.47845	1027300		751461
180.53846	864884		670556
180.55874	855674		848027
180.60317	833670		874961
180.60996	928008		655411
180.62306	869260		716946
180.63424	899855		463713
180.6483	847763		807883
180.65591	847701		567404
180.66394	885783		727153
180.67506	803098		713005
180.78374	846393		723656
180.79154	853563		594481
180.83647	910279		859742
180.91591	818141		859216
180.93207	819362		474349
180.94741	828326		667441
180.96063	824810		680896
180.96249	820458		769210
180.99989	823925		540149
181.01838	856442		742597
181.09159	885262		726031
181.09794	808592		808761
181.10848	848275		678574
181.14488	847709		409587
181.14638	804126		826447
181.16468	960035		642114
181.19169	818730		741834
181.20934	886447		640680
181.22484	805812		922363
181.25305	865212		755264
181.25805	819645		597769
181.39261	889699		615871
181.41147	801320		560715
181.44636	931954		576710
181.58359	816664		783041
181.59241	804059		654088
181.66928	933680		852798
181.69661	876440		363406
181.71237	817596		819008
181.74599	888646		860543
181.78434	863569		701726
181.79501	834004		741193
181.89447	960048		524278
181.90623	968819		554961
181.99156	841803		647547
182.01151	805521		733359
182.01819	817938		739165
182.11016	827372		641358
182.11426	893998		668543
182.16027	861499		755968
182.19443	916164		490423
182.21621	812874		794116
182.22058	853708		634217
182.2395	802641		566126
182.27012	814426		757572
182.27755	800860		703163
182.2912	820192		882400
182.30183	931427		529092
182.36502	863668		607916
182.40421	992383		586712
182.41751	896643		624553
182.419	909316		690721
182.42668	846214		713989
182.42738	857862		715205
182.54481	809895		559165
182.55864	1076715		565779
182.61914	822332		517468
182.66709	859466		454859
182.68524	1013583		639214
182.71662	984280		678711
182.76175	931429		618283
182.78525	1029355		839162
182.79187	1121517		655157
182.79514	846894		636829
182.82979	1022072		451268
182.85324	894239		456672
182.86526	829442		435580
182.90788	854286		523012
182.96384	820574		591636
182.96806	1004831		696213
182.99823	899624		688471
183.17408	972442		438638
183.23646	892140		553268
183.2476	866607		550831
183.33975	866697		648731
183.35981	855311		479009
183.36689	829585		821670
183.37845	877204		763542
183.43993	830118		601759
183.70302	840497		414205
183.74355	806908		505833
183.74663	872829		650609
183.77949	990599		564640
183.78326	813704		587046
183.80088	850957		695725
183.83147	837270		646682
183.83472	818966		740524
183.88758	944934		679754
183.93391	848947		675678
183.95992	804378		410686
183.96771	804157		818898
183.97101	1034174		728051
183.97352	830782		692579
184.01766	953483		560807
184.036	923728		591529
184.03814	847441		579332
184.04305	956178		517440
184.06178	849624		760249
184.45623	807177		467000
184.47358	836942		960908
184.48557	992337		573123
184.638	855357		556764
184.64183	824574		639539
184.64744	883200		635741
184.66504	844933		763557
184.66613	901573		481251
184.69547	815374		824341
184.71054	802706		776457
184.73006	811096		545203
184.73241	854808		668277
184.73636	902938		637445
184.77398	882724		644731
184.85037	913466		655016
184.89008	831686		712476
184.92757	830993		577833
184.96485	887067		554020
185.00582	812135		684003
185.03296	854895		612688
185.08705	887935		712640
185.17215	836631		793656
185.43626	920036		675099
185.45674	1037930		601554
185.46859	864493		481501
185.50023	827510		659682
185.53764	936577		526467
185.56348	959625		752910
185.65748	834468		777104
185.69596	924207		643445
185.73453	843706		548518
185.82076	935380		822864
185.84158	838234		631536
185.85112	866012		664833
185.93376	841076		652176
185.98663	804100		724823
186.06739	902939		723164
186.08318	842272		542485
186.09319	965411		699798
186.15571	827189		487384
186.29603	865886		743045
186.40224	848381		813912
186.43924	875784		828841
186.47689	997907		846666
186.55809	863722		581994
186.68987	858449		635907
186.69097	889937		706458
186.77114	887785		591138
186.8068	863987		545378
186.82227	809720		531094
186.82383	816568		519283
186.84725	829951		538231
186.84969	913920		693770
186.85059	827264		691571
186.88828	920971		644846
186.8997	3300239		683995
186.91738	815892		687143
186.94966	846109		593672
186.96505	852770		714030
186.99286	992298		694661
187.02672	838836		492357
187.03909	809975		658525
187.06781	830016		685057
187.07754	807555		592412
187.10452	833098		865286
187.14974	812504		733910
187.19632	847845		643066
187.24256	858227		754204
187.25501	830071		669306
187.26464	990457		641264
187.41013	960676		434034
187.44387	819502		734621
187.52513	830406		689623
187.54352	824267		701908
187.5499	1069389		701231
187.60472	832605		795419
187.61807	817889		757061
187.64648	815082		786065
187.68623	822005		748208
187.70567	816059		614356
187.77299	823759		532893
187.79834	881686		786409
187.81302	932379		781544
187.8305	954144		664875
188.07757	893801		707307
188.14153	869436		562163
188.16654	972035		616567
188.17043	816132		718513
188.23934	931353		559306
188.35474	817083		664188
188.38726	809028		615936
188.45109	934743		730919
188.4949	837156		612393
188.51086	839017		738373
188.52884	1087598		780581
188.55894	861047		835228
188.57707	878717		593451
188.61329	826503		717836
188.63394	956301		792560
188.6347	902318		354504
188.65167	824339		833768
188.67687	840090		570079
188.67752	868634		628879
188.69208	822047		799487
188.77939	806456		849058
188.85334	822862		662037
188.9001	3399644		645745
188.91866	855906		844093
188.93982	861416		434914
188.94623	854634		758833
189.00524	829052		602927
189.08263	824594		617037
189.13489	866722		573504
189.15076	864295		704501
189.17597	907822		672045
189.18042	830896		757412
189.1988	883845		324517
189.24089	902338		595986
189.32668	835803		640039
189.37388	835561		757861
189.43932	810749		648168
189.48008	912201		507188
189.54873	1073181		479885
189.5505	1030174		674830
189.59502	821035		608993
189.63552	829239		623486
189.64976	876347		667515
189.7368	823253		732946
189.82022	841710		666639
189.83559	883059		668688
189.84015	821300		493427
189.86068	935674		789600
189.96727	851738		697553
190.02361	890411		776577
190.09077	854335		666110
190.13307	818635		616276
190.13356	935116		638741
190.18129	822042		429691
190.21347	912355		781902
190.23384	852330		533598
190.23722	812139		511731
190.27163	804853		640230
190.27279	841013		600644
190.29843	927741		613116
190.30874	832512		544281
190.39997	934043		823912
190.44448	831145		694702
190.47201	860081		992466
190.47233	834225		1009964
190.5105	892348		742434
190.52985	831234		459738
190.57308	953295		679662
190.57588	1034192		623528
190.64166	807396		731888
190.64444	856164		685688
190.68602	900529		525472
190.73218	941567		594066
190.74219	881922		808064
190.75113	836612		545186
190.84356	861856		626346
190.8978	840944		424303
190.967	817029		612690
190.9755	1000520		608884
190.9857	900555		581138
190.99801	840527		661369
191.00269	840784		734995
191.04149	863196		651195
191.04235	881116		713933
191.15982	832575		590644
191.16315	846080		515360
191.21198	815887		734579
191.23033	849492		444457
191.34008	925109		620184
191.34177	942774		614384
191.35108	961337		743435
191.38587	815299		554927
191.40327	811144		581062
191.43102	924177		532198
191.5391	904049		688216
191.71861	871207		509733
191.74734	956464		613020
191.77594	947129		587000
191.89524	882524		655181
191.91188	863778		462014
192.04019	999752		435920
192.09805	897434		587123
192.1208	980257		617220
192.12264	819105		614144
192.13047	823139		476115
192.2041	975290		532900
192.25863	887498		859609
192.35386	863335		665253
192.40902	809272		575070
192.43657	853824		566999
192.4622	897352		455344
192.51071	822294		823634
192.56621	839847		621592
192.58177	840492		657967
192.61703	867639		552716
192.62778	844474		647685
192.64609	824255		860317
192.67236	824775		657127
192.69075	816333		636620
192.80683	811632		753504
192.84088	875130		727004
192.84766	851836		583103
192.8721	895492		622477
192.95933	1104926		609499
192.96045	910110		580622
193.07282	1007297		795695
193.16123	863195		829960
193.19201	848293		502002
193.21568	876396		637645
193.24275	874740		662425
193.38059	845598		536913
193.38582	844191		787312
193.41027	939687		642496
193.47375	834618		659650
193.58068	831707		530771
193.68662	922747		594936
193.69778	856958		761834
193.7412	880779		784792
193.86627	847025		482357
193.86791	827090		486556
193.87414	1057204		616019
193.87805	812789		601100
193.8808	824374		704790
193.90179	940476		640549
193.92328	850883		791382
193.93403	901318		654901
193.93948	916744		412391
193.94073	809928		686852
193.98092	841300		689037
194.04239	833767		749207
194.07815	953074		667933
194.09205	900598		610986
194.09957	887416		505973
194.20215	848536		657181
194.22818	913568		607439
194.28525	860977		828084
194.30844	845624		711525
194.3183	969403		604947
194.57008	953608		645653
194.59273	846479		640633
194.60521	882771		547892
194.60991	873364		673942
194.63819	860957		677171
194.68963	852908		618315
194.70606	883505		685536
194.75148	815999		461932
194.79335	840588		450267
194.82612	810198		685805
194.89326	840810		627703
194.93756	835320		761910
194.99823	945547		730979
195.0114	874895		520734
195.03026	845076		606739
195.05325	896347		596998
195.06078	813470		589338
195.08896	849702		767892
195.29863	889830		535918
195.33397	1053553		655286
195.35162	830967		789570
195.40008	813701		691380
195.40762	913800		661362
195.43506	836496		667066
195.53662	838799		411028
195.54822	1076275		543224
195.57921	836284		475623
195.74096	895598		621635
195.74808	876656		780620
195.76763	816438		573364
195.81679	886533		546156
195.87156	842774		445868
195.88624	911642		535885
195.92059	856741		705921
195.95072	812078		877704
196.01377	860481		629913
196.06953	862354		474499
196.07159	903315		390872
196.10744	836318		751002
196.13692	883047		558289
196.13919	843688		539629
196.18093	846628		436412
196.18925	1017975		734047
196.20096	927355		663261
196.30797	911803		329386
196.41274	820028		619975
196.51914	864220		513437
196.68748	844048		571418
196.71787	874393		549780
196.73684	965535		499934
196.759	902438		789742
196.78775	874543		629003
196.89764	820816		695746
196.92867	949978		619478
196.93567	826204		547040
196.95731	878947		620523
197.04326	843517		673201
197.05098	825472		630929
197.0883	813835		676370
197.13399	854425		690298
197.23459	831160		585732
197.39372	888041		803828
197.39934	851051		606976
197.43256	922869		663434
197.4442	901497		551846
197.45867	886205		487257
197.51424	881422		608515
197.55831	924060		492881
197.5748	976289		659048
197.59074	830758		616133
197.83609	821041		556144
197.92607	868877		812908
197.97584	834332		585833
197.9822	1069342		663960
198.07154	928762		381069
198.32224	1038215		523881
198.3456	850702		642166
198.37563	810648		691715
198.38144	967961		593449
198.46061	914738		660948
198.50079	906814		640676
198.54645	854796		502176
198.56098	836689		548725
198.63191	833639		682931
198.63934	900457		705313
198.87727	865842		619294
198.93556	816836		832122
198.94694	855240		724561
198.95792	871627		524631
199.05513	844009		724477
199.06552	845293		676069
199.07524	889328		522433
199.10802	1087226		655802
199.13299	870273		427211
199.14917	866566		634147
199.18168	970512		687088
199.24192	826403		689420
199.28585	845745		627151
199.28986	999218		610375
199.30013	892373		419326
199.33438	930624		614713
199.35142	937029		756470
199.38117	842062		656158
199.3979	864211		597050
199.4876	1069935		542700
199.52878	881148		518321
199.53813	827263		654949
199.72775	833721		830551
199.72832	856377		660776
199.77172	838279		459526
199.82497	848855		481462
199.89694	869614		530228
200.02945	814231		471191
200.07811	868134		657638
200.08467	817896		544275
200.08862	834217		654596
200.13306	888247		414660
200.14192	888249		499249
200.14461	828986		653222
200.14555	846458		558549
200.1621	867392		595812
200.19887	1022731		414185
200.20498	816589		697303
200.29326	825704		776567
200.36187	853117		649946
200.37482	820353		629749
200.39421	1033095		572837
200.50629	925994		529086
200.5073	1139626		566834
200.51468	846253		649823
200.53142	887602		644050
200.58894	833092		616100
200.60851	825546		492653
200.66731	842844		699651
200.6982	813350		482022
200.78909	947586		564321
200.82128	814860		630891
200.91619	823913		599426
200.92715	832429		508423
200.96737	814265		753495
200.97868	840380		648587
201.00137	834499		580860
201.01584	1001928		662398
201.02012	819433		350611
201.04094	835408		501311
201.09949	841954		533451
201.1	943970		630960
201.10196	875747		733464
201.11568	882791		610112
201.16691	826039		518337
201.18805	872829		601126
201.21917	838791		627747
201.22627	822665		878728
201.27472	945304		529110
201.34124	830253		695898
201.37874	958264		616895
201.52454	891238		601679
201.53561	826729		633616
201.54042	838251		581798
201.56223	827601		249709
201.73856	891432		728500
201.81111	840255		512483
201.88478	886997		505497
201.88717	987990		500521
202.01916	838271		440806
202.02463	824833		697478
202.07186	1019791		434855
202.0954	849111		463644
202.12385	882976		537634
202.15142	846504		871161
202.17473	934191		626625
202.17798	862640		765867
202.19971	1079095		600852
202.25771	878793		650875
202.28241	936145		565248
202.30793	879769		413977
202.45625	880775		596225
202.47509	1015181		412524
202.53241	837150		710455
202.62455	824123		638693
202.66819	827208		632249
202.74244	827232		735441
202.79387	886127		805696
202.80157	828402		725633
202.81242	926709		637390
202.88812	876941		614431
202.96889	820134		618721
203.00838	907186		756243
203.05715	856385		649089
203.0724	824774		772279
203.07306	1002694		488274
203.11313	829779		770149
203.12956	960728		634390
203.14067	851419		497429
203.18488	854249		636351
203.18964	822570		383844
203.19608	834540		515414
203.23502	900728		532373
203.35167	863517		604667
203.55512	938716		640409
203.64948	816505		601585
203.76481	823709		702531
203.90926	846538		609166
203.92513	1015119		564889
203.93016	882768		599001
203.96085	818010		651757
203.98408	884065		696489
203.98746	836706		721855
204.00828	851433		514435
204.04623	916596		637849
204.06366	1150714		604587
204.07234	846972		560228
204.0818	977791		684846
204.28011	819069		518270
204.35963	892758		622922
204.5076	819268		404896
204.5962	860447		458826
204.60001	888864		611165
204.65389	843313		742043
204.68103	832313		685796
204.68963	943804		594080
204.73084	840777		416482
204.91028	2055937		600403
204.92116	822788		758094
204.98052	820758		548266
205.06952	992818		612967
205.38486	888212		661276
205.39091	874134		620712
205.47169	995311		447001
205.56408	851660		718405
205.61082	845274		744768
205.6305	887520		397713
205.68222	870384		366823
205.68855	849650		676254
205.69684	906101		557923
205.72259	934269		462724
205.85032	834853		800811
205.90865	937527		717564
205.93374	838206		663112
206.02973	849500		618311
206.06181	868070		533325
206.07179	841481		345239
206.23584	911132		669194
206.32799	902457		580560
206.34952	876736		634916
206.35464	898625		572667
206.35577	918849		580893
206.38737	996299		478330
206.42945	879704		533668
206.47213	976806		361650
206.6404	855322		551920
206.68293	888231		702909
206.68453	816679		635904
206.71799	820402		666448
206.8532	951772		538075
206.85383	835292		591238
206.91065	3609454		572113
206.93121	962676		697444
206.95718	822908		540331
206.99553	835848		664600
207.11071	857516		506640
207.11933	856750		697914
207.32825	907759		739494
207.59272	903105		394725
207.72026	835945		575317
207.75479	1128179		533128
207.79027	916990		627021
207.82893	826250		724491
207.89853	846944		477599
207.94753	895151		672596
207.97023	832694		620997
207.98558	828347		618356
208.0348	923338		440263
208.03791	819275		615916
208.09674	839901		736477
208.09844	941790		505422
208.18271	944248		374938
208.25203	896845		438350
208.35638	857134		680133
208.3674	841265		645221
208.46857	824337		320139
208.47087	846673		344517
208.49176	820248		419127
208.49277	871000		587485
208.49755	843098		677539
